Timestamp,market-cap
2019-08-10 21:36:06,202154825250
2019-08-11 14:51:18,203840856318.75
2019-08-12 07:07:40,203176837256.25
2019-08-13 02:57:44,203826543000
2019-08-13 18:28:41,193849901437.5
2019-08-14 12:39:04,189806704375
2019-08-15 04:55:40,174392695687.5
2019-08-15 21:32:49,185007752800
2019-08-16 14:31:49,181265198666.907
2019-08-17 09:11:59,185768695837.5
2019-08-18 04:41:52,180587562331.25
2019-08-19 00:35:20,183873703406.25
2019-08-19 16:39:44,191131124868.75
2019-08-20 08:25:55,192826626056.25
2019-08-21 01:45:42,190703434950
2019-08-21 19:32:34,180189848343.75
2019-08-22 15:40:07,180945654825
2019-08-23 09:05:25,181853652750
2019-08-24 01:30:29,185866394062.5
2019-08-24 17:51:11,179930328687.5
2019-08-25 10:30:54,181663412329.396
2019-08-26 02:15:31,187393417887.5
2019-08-26 21:14:29,183729129000
2019-08-27 16:36:39,182140814031.25
2019-08-28 08:21:15,181590406800
2019-08-29 02:18:31,173511878050
2019-08-29 17:47:42,170391654225
2019-08-30 09:53:59,171174309500
2019-08-31 01:59:05,172324044806.25
2019-08-31 17:44:41,171960729781.25
2019-09-01 09:06:31,171776571375
2019-09-02 02:42:40,175156468212.5
2019-09-02 21:25:13,186024297087.5
2019-09-03 12:36:25,187166853837.5
2019-09-04 04:51:25,189626041000
2019-09-04 23:53:50,189765477600
2019-09-05 13:37:20,189412340518.75
2019-09-06 06:13:44,192257484581.25
2019-09-06 22:49:13,185990771837.5
2019-09-07 17:24:52,189319952950
2019-09-08 08:03:10,189011475950
2019-09-08 22:43:16,186695472600
2019-09-09 15:03:30,185418656700
2019-09-10 06:21:43,184007200781.25
2019-09-10 20:13:53,179368514437.5
2019-09-11 11:01:46,180906006375
2019-09-12 01:17:59,182371751187.5
2019-09-12 17:41:16,184277041893.75
2019-09-13 09:08:54,184873487662.5
2019-09-14 02:26:07,185201001493.75
2019-09-14 19:14:22,186568971750
2019-09-15 14:16:11,184412353200
2019-09-16 04:24:24,185466668450
2019-09-16 20:00:48,181578444812.5
2019-09-17 13:31:46,183332152200
2019-09-18 06:17:33,183390548025
2019-09-18 20:22:28,182291572150
2019-09-19 13:50:04,177083110250
2019-09-20 06:18:38,183045581737.5
2019-09-20 22:55:54,181991199000
2019-09-21 14:59:22,179402004125
2019-09-22 07:26:51,178472970531.25
2019-09-22 21:39:23,179706869293.75
2019-09-23 19:03:59,176210289937.5
2019-09-24 14:36:34,171636281737.5
2019-09-25 06:20:14,153055665400
2019-09-25 21:10:37,152636200000
2019-09-26 12:04:34,150562985736.492
2019-09-27 03:50:31,143858498625
2019-09-28 00:10:59,147084266800
2019-09-28 16:07:24,145227014625
2019-09-29 11:07:30,145291618800
2019-09-30 04:25:40,142437088200
2019-10-01 00:51:38,147981283162.5
2019-10-01 18:32:22,149276897800
2019-10-02 11:23:44,148111027968.75
2019-10-03 04:56:20,150107795325
2019-10-03 23:10:29,147432071475
2019-10-04 16:49:27,147119423962.5
2019-10-05 07:21:03,145899016500
2019-10-06 01:17:34,146125583037.5
2019-10-06 17:31:29,144320660550
2019-10-07 10:39:05,143756185950
2019-10-08 03:23:11,148720225881.25
2019-10-08 17:55:48,147068030325
2019-10-09 12:01:44,147213736250
2019-10-10 07:00:46,154840840875
2019-10-10 21:53:59,153764146793.75
2019-10-11 13:36:53,150097342500
2019-10-12 06:53:51,150243412718.75
2019-10-13 01:34:36,150182523131.25
2019-10-13 18:43:28,151794843750
2019-10-14 15:14:25,148702640250
2019-10-15 09:17:46,148974492412.5
2019-10-16 02:33:17,146817227487.5
2019-10-16 21:33:32,143552795737.5
2019-10-17 14:37:54,144679289825
2019-10-18 05:45:52,142224344550
2019-10-18 21:56:38,142999907631.25
2019-10-19 15:57:45,144090505343.75
2019-10-20 12:08:38,142967052287.5
2019-10-21 04:14:55,148234904812.5
2019-10-21 19:43:59,147408572400
2019-10-22 11:42:39,148868945437.5
2019-10-23 02:44:29,144531004100
2019-10-23 17:30:16,134438678000
2019-10-24 09:43:55,134592653325
2019-10-25 06:57:02,134359395075
2019-10-25 23:53:06,155723897875
2019-10-26 19:29:42,163499602000
2019-10-27 15:23:19,171204384975
2019-10-28 10:59:07,170117930300
2019-10-29 04:35:44,171364706487.5
2019-10-30 01:07:07,169341070500
2019-10-30 20:04:45,165524147937.5
2019-10-31 12:49:08,167969350500
2019-11-01 10:11:12,165359353100
2019-11-02 06:24:10,166308815812.5
2019-11-03 00:35:47,168087749581.25
2019-11-03 20:09:20,165026481200
2019-11-04 15:02:29,167905357537.5
2019-11-05 09:48:46,167521143225
2019-11-06 02:45:04,167731803600
2019-11-06 22:24:43,168708900937.5
2019-11-07 18:31:45,165962026125
2019-11-08 12:10:03,162276885562.5
2019-11-09 08:36:56,159348759950
2019-11-10 00:56:02,158476582837.5
2019-11-10 18:10:01,163151612050
2019-11-11 09:21:40,156479372431.25
2019-11-12 02:44:46,157438091475
2019-11-12 20:08:25,158595430756.25
2019-11-13 17:05:07,157921364468.75
2019-11-14 07:45:21,155316234018.75
2019-11-14 23:10:46,155760890612.5
2019-11-15 14:33:03,152640921562.5
2019-11-16 08:00:50,153112411968.75
2019-11-17 02:56:25,152970211725
2019-11-17 18:01:45,154254178918.75
2019-11-18 09:20:03,152622553393.75
2019-11-19 06:01:42,147027666887.5
2019-11-19 23:10:39,146677315612.5
2019-11-20 17:09:41,146958954025
2019-11-21 12:48:52,142165958400
2019-11-22 09:03:20,133606432437.5
2019-11-23 00:22:06,130166505437.5
2019-11-23 14:54:57,131359226400
2019-11-24 08:13:42,130095367556.25
2019-11-25 03:37:20,120722050287.295
2019-11-26 01:48:07,129129851900
2019-11-26 22:19:16,128949596912.5
2019-11-27 17:33:19,136783514325
2019-11-28 09:30:32,135022613156.25
2019-11-29 02:15:47,135132007925
2019-11-29 21:15:58,139642621250
2019-11-30 16:15:25,136679594587.5
2019-12-01 11:57:51,133038049475
2019-12-02 05:24:01,130164300000
2019-12-02 23:31:30,132460922050
2019-12-03 15:41:05,132380224537.5
2019-12-04 08:20:03,129759033300
2019-12-04 22:54:41,130419869969.208
2019-12-05 16:04:11,132038676262.5
2019-12-06 10:05:02,132563810706.25
2019-12-07 03:29:15,136661334018.75
2019-12-07 20:06:01,135911795418.75
2019-12-08 13:07:50,136129789687.5
2019-12-09 06:09:56,135931706193.75
2019-12-09 23:08:45,132666830843.75
2019-12-10 17:10:30,129799550718.75
2019-12-11 12:42:51,130523833287.5
2019-12-12 04:59:17,129402330356.25
2019-12-13 00:57:10,130099539693.75
2019-12-13 17:15:18,131611423187.5
2019-12-14 09:20:38,130073426700
2019-12-15 05:05:27,127458206287.5
2019-12-16 00:45:24,128227887337.5
2019-12-16 17:03:04,128463672725
2019-12-17 10:10:59,124553065725
2019-12-18 05:21:30,120750530600
2019-12-18 23:37:51,131380341562.5
2019-12-19 15:34:50,129352639187.5
2019-12-20 08:57:05,129108629706.25
2019-12-21 00:01:54,129887874812.5
2019-12-21 14:50:26,129308662856.25
2019-12-22 05:23:34,129019214175
2019-12-22 20:49:59,134300672362.5
2019-12-23 13:25:32,136276417375
2019-12-24 10:36:54,133006740287.5
2019-12-25 05:38:24,130995986100
2019-12-26 00:07:46,130153819950
2019-12-26 15:25:25,130625756906.25
2019-12-27 09:50:14,130009997362.5
2019-12-28 04:16:28,132367031906.25
2019-12-28 19:40:40,132893343962.5
2019-12-29 12:06:38,133211249050
2019-12-30 05:20:18,133393222406.25
2019-12-30 19:25:36,131426630781.25
2019-12-31 13:28:05,130856072850
2020-01-01 06:49:04,130167556775
2020-01-01 20:06:45,130839015656.25
2020-01-02 12:49:56,128717490587.5
2020-01-03 05:48:45,130305098200
2020-01-03 21:50:08,131802061125
2020-01-04 13:34:30,132419408306.25
2020-01-05 05:00:49,135295642937.5
2020-01-05 19:35:55,134761310468.75
2020-01-06 14:09:13,136721727312.5
2020-01-07 07:18:45,143182788362.5
2020-01-07 21:43:39,145552424775
2020-01-08 14:24:08,150563067000
2020-01-09 08:23:19,143413805300
2020-01-09 23:40:49,142298880237.5
2020-01-10 17:13:27,144605802250
2020-01-11 09:13:28,147321434437.5
2020-01-12 01:47:20,147059853750
2020-01-12 17:29:22,147170550312.5
2020-01-13 10:07:40,147281160200
2020-01-14 05:47:19,154564797037.5
2020-01-14 23:02:37,160460190175
2020-01-15 14:50:37,158982598862.5
2020-01-16 09:52:38,156950803500
2020-01-17 00:13:06,157761505125
2020-01-17 15:44:46,161224581250
2020-01-18 10:37:45,161072833350
2020-01-19 06:13:24,164772847200
2020-01-19 21:42:43,158289152831.25
2020-01-20 19:47:51,157304835937.5
2020-01-22 01:12:27,158460522837.5
2020-01-22 17:26:23,157263405593.75
2020-01-23 09:08:41,153012407625
2020-01-24 01:56:29,150969535750
2020-01-24 17:09:54,153880377750
2020-01-25 10:36:27,150973570800
2020-01-26 01:59:28,151130030800
2020-01-26 20:51:35,156014322750
2020-01-27 15:09:53,159189848625
2020-01-28 10:09:03,163911657287.5
2020-01-29 02:52:09,170316492581.25
2020-01-29 20:01:23,170656298718.75
2020-01-30 10:18:07,169432824247.752
2020-01-31 04:29:43,171117992006.25
2020-01-31 21:49:57,170830274625
2020-02-01 13:06:21,170033078368.75
2020-02-02 08:19:10,170236513250
2020-02-03 02:37:42,170230713187.5
2020-02-03 18:28:15,169287708968.75
2020-02-04 14:26:15,167516492356.25
2020-02-05 07:42:17,168020223625
2020-02-05 23:30:19,174384979537.5
2020-02-06 17:14:21,177710814531.25
2020-02-07 12:34:16,177569131500
2020-02-08 07:29:20,178110031725
2020-02-09 02:04:20,181700873043.75
2020-02-09 19:50:27,183198107987.5
2020-02-10 13:51:23,179906435962.5
2020-02-11 08:48:53,178298834081.25
2020-02-12 01:28:32,188010218250
2020-02-12 21:28:30,189198704062.5
2020-02-13 16:43:44,185277941100
2020-02-14 07:45:19,184872560518.75
2020-02-15 02:57:55,187390990875
2020-02-15 21:23:15,180900298487.5
2020-02-16 16:03:26,177588174381.25
2020-02-17 09:55:05,177591977475
2020-02-18 01:00:51,177176884968.75
2020-02-18 18:31:11,182985351362.5
2020-02-19 13:43:01,185012760437.5
2020-02-20 08:25:46,174654827025
2020-02-21 02:20:38,175624530581.25
2020-02-21 18:34:28,176767558618.75
2020-02-22 12:25:13,175996457893.75
2020-02-23 06:54:28,180977656125
2020-02-23 23:57:24,182504231112.5
2020-02-24 18:30:01,175387476075
2020-02-25 11:06:52,175792428662.5
2020-02-26 06:04:18,168045047175
2020-02-27 01:16:24,158645757575
2020-02-27 17:38:30,162679348506.25
2020-02-28 10:28:28,157191206287.5
2020-02-29 02:58:13,158990468437.5
2020-02-29 19:34:19,157861725968.75
2020-03-01 11:33:37,158028281212.5
2020-03-02 03:19:35,157583574850
2020-03-02 20:00:27,162275897812.5
2020-03-03 12:20:43,160636059900
2020-03-04 05:14:04,161396135362.5
2020-03-04 20:21:34,159162890000
2020-03-05 10:19:15,166174833825
2020-03-06 02:38:40,165529819406.25
2020-03-06 20:51:38,166582460756.25
2020-03-07 12:36:27,166348182450
2020-03-08 05:48:08,159531285675
2020-03-08 20:33:57,151161350275
2020-03-09 13:02:30,142525291218.75
2020-03-10 07:23:53,144197589068.75
2020-03-11 02:09:31,144271976662.5
2020-03-12 00:23:58,143926257543.75
2020-03-12 17:08:45,111658642031.25
2020-03-13 13:29:40,103811319500
2020-03-14 07:38:31,97369631906.25
2020-03-15 05:46:15,96316960268.75
2020-03-16 02:23:29,96241718362.5
2020-03-17 00:25:27,93644728662.5
2020-03-17 22:04:42,99545286750
2020-03-18 22:09:55,97953303712.5
2020-03-19 21:58:59,115817913350
2020-03-20 21:35:09,112700638806.25
2020-03-21 18:46:06,114025008593.75
2020-03-22 14:08:12,110980198068.75
2020-03-23 13:23:21,115321362843.75
2020-03-24 09:54:40,123009226031.25
2020-03-25 06:08:14,122497076625
2020-03-26 06:24:31,121125269200
2020-03-26 21:47:04,122798301112.5
2020-03-27 12:41:00,120831976606.25
2020-03-28 05:31:29,112070182400
2020-03-29 03:48:30,113624096681.25
2020-03-29 20:42:03,107641160500
2020-03-30 13:53:43,115826911200
2020-03-31 06:04:20,117445393975
2020-03-31 22:50:31,117792489843.75
2020-04-01 15:07:28,114443118625
2020-04-02 08:37:18,121762543087.5
2020-04-03 01:13:05,123464280100
2020-04-03 19:46:17,123509824900
2020-04-04 13:44:44,122978867231.25
2020-04-05 04:37:15,123930519875
2020-04-05 20:32:19,123573346875
2020-04-06 13:59:07,130026878225
2020-04-07 06:22:03,133487688031.25
2020-04-07 22:07:35,131336633718.75
2020-04-08 16:04:21,133177474437.5
2020-04-09 08:32:00,134404978200
2020-04-10 01:06:17,133663782250
2020-04-10 16:47:15,124918189000
2020-04-11 08:47:43,126264423075
2020-04-12 01:03:16,125943898437.5
2020-04-12 16:38:15,129827780343.75
2020-04-13 09:29:40,122710004343.75
2020-04-14 00:03:39,125568204300
2020-04-14 14:42:53,127116536225
2020-04-15 06:20:19,126685909750
2020-04-15 21:23:50,123854372850
2020-04-16 13:27:39,129233548400
2020-04-17 07:24:46,129151242350
2020-04-18 03:33:26,130113881625
2020-04-18 18:49:04,131965691418.75
2020-04-19 12:38:45,131186879793.75
2020-04-20 04:05:07,131553894062.5
2020-04-20 21:02:18,125732437662.5
2020-04-21 14:22:49,125338350375
2020-04-22 05:37:54,126035121125
2020-04-23 03:05:06,130803554500
2020-04-23 19:42:10,138278076300
2020-04-24 13:49:29,137517752137.5
2020-04-25 10:15:58,138610003050
2020-04-26 02:49:21,138950237125
2020-04-26 20:35:30,140400608812.5
2020-04-27 14:55:43,140612676018.75
2020-04-28 09:01:29,141173320781.25
2020-04-29 01:23:20,142330452950
2020-04-29 18:40:21,159032288925
2020-04-30 16:24:12,161237144687.5
2020-05-01 11:29:42,163084619250
2020-05-02 02:52:54,161839310806.25
2020-05-02 20:25:52,162943278050
2020-05-03 10:59:05,167016884726.006
2020-05-04 03:34:57,160121048400
2020-05-04 19:48:45,162703245225
2020-05-05 12:58:53,162843527400
2020-05-06 04:47:35,165655844687.5
2020-05-06 20:02:58,170011747750
2020-05-07 15:15:08,175276996725
2020-05-08 08:59:41,181507468118.75
2020-05-09 03:11:23,181125611750
2020-05-09 22:39:02,176894960812.5
2020-05-10 14:03:04,161217700312.5
2020-05-11 03:16:58,161054996056.25
2020-05-11 20:47:38,159127824750
2020-05-12 13:15:21,159703208700
2020-05-13 10:21:53,164211231150
2020-05-14 09:33:08,179084169531.25
2020-05-15 05:42:44,173430295918.75
2020-05-16 02:00:03,172967899846.875
2020-05-16 21:33:56,172055184028.125
2020-05-17 23:26:19,178512654140.625
2020-05-18 18:23:20,177057911550
2020-05-19 17:38:51,177689429093.75
2020-05-20 15:18:51,178725208331.25
2020-05-21 11:03:16,172022089787.5
2020-05-22 08:38:16,166430660253.125
2020-05-23 06:13:43,170186929171.875
2020-05-24 03:26:12,169080809468.75
2020-05-25 01:30:58,161034269743.75
2020-05-25 20:44:32,163770344390.625
2020-05-26 20:00:06,161588272190.625
2020-05-27 15:40:34,168167502000
2020-05-28 09:19:29,168817301556.25
2020-05-29 03:36:05,174772013171.875
2020-05-30 00:53:57,172562493300
2020-05-30 17:48:54,175382330475
2020-05-31 09:52:04,175756455487.5
2020-06-01 04:46:51,175983479000
2020-06-01 23:05:51,179484295331.25
2020-06-02 18:13:42,175168562825
2020-06-03 13:17:34,176637115478.125
2020-06-04 05:39:22,177507979640.625
2020-06-04 23:11:36,180705787400
2020-06-05 13:11:47,177833481234.375
2020-06-06 04:33:11,176929361700
2020-06-06 16:34:57,177579725225
2020-06-07 06:57:47,178009311525
2020-06-07 22:51:37,179791095703.125
2020-06-08 15:39:51,178095786000
2020-06-09 07:08:00,178304648431.25
2020-06-09 23:08:08,180086635546.875
2020-06-10 14:16:59,179577910840.625
2020-06-11 05:44:56,181783293768.75
2020-06-11 19:20:08,171144487696.875
2020-06-12 11:29:14,174435460943.75
2020-06-13 01:18:42,173586002734.375
2020-06-13 17:47:56,173610655396.875
2020-06-14 10:23:47,173359362721.875
2020-06-15 01:17:40,171046635162.5
2020-06-15 19:20:08,173694001087.5
2020-06-16 12:17:41,175163672906.25
2020-06-17 08:59:28,174820245062.5
2020-06-18 01:05:00,173547265275
2020-06-18 20:09:29,172789566615.625
2020-06-19 16:17:12,172271129562.5
2020-06-20 10:04:39,170767739475
2020-06-21 05:07:28,172550478171.875
2020-06-21 21:28:42,171608639718.75
2020-06-22 14:43:22,174431853675
2020-06-23 09:50:01,176951409150
2020-06-24 01:31:02,177261589987.5
2020-06-24 18:58:23,171255919312.5
2020-06-25 14:02:59,169052366393.75
2020-06-26 08:34:32,167898363609.375
2020-06-26 22:25:29,169276425000
2020-06-27 17:20:53,167652673256.25
2020-06-28 10:21:24,166691814450
2020-06-29 02:54:54,168106758093.75
2020-06-29 20:34:49,168527216250
2020-06-30 12:35:12,168256994062.5
2020-07-01 06:47:07,168327571715.625
2020-07-01 22:52:07,170000717975
2020-07-02 13:04:30,170273935781.25
2020-07-03 06:51:35,167664249284.375
2020-07-03 22:10:05,167513689743.75
2020-07-04 12:57:48,167105197903.125
2020-07-05 06:50:56,167138842500
2020-07-05 21:06:50,166011760940.625
2020-07-06 13:51:22,170363788180.792
2020-07-07 04:48:59,171293532296.875
2020-07-07 21:25:31,170396862468.75
2020-07-08 14:44:44,173710621975
2020-07-09 07:15:48,173339219400
2020-07-09 22:30:08,169853295462.5
2020-07-10 15:15:09,169315805859.375
2020-07-11 07:02:21,170602749343.75
2020-07-11 23:29:23,169991468521.875
2020-07-12 17:06:45,169877778118.75
2020-07-13 07:13:54,170658010793.75
2020-07-14 02:34:45,170111177568.75
2020-07-14 19:22:30,170522873537.5
2020-07-15 12:27:48,170003645437.5
2020-07-16 07:59:30,168267719900
2020-07-17 02:58:45,168264549750
2020-07-18 01:26:58,168620872406.25
2020-07-18 22:02:23,169060240562.5
2020-07-19 16:38:03,168402644600
2020-07-20 09:31:01,169524168406.25
2020-07-21 04:50:58,169272124612.5
2020-07-22 02:24:56,172827692537.5
2020-07-22 19:47:39,172667946200
2020-07-23 14:23:08,175182018750
2020-07-24 08:38:30,175308178187.5
2020-07-24 23:43:03,176162786968.75
2020-07-25 16:53:28,177340255300
2020-07-26 09:37:17,180426646125
2020-07-27 01:51:50,186030740993.75
2020-07-27 18:08:26,201004959712.5
2020-07-28 13:48:22,201620860306.25
2020-07-29 05:34:41,202845507156.25
2020-07-29 23:22:47,207104640328.125
2020-07-30 18:01:55,203819314706.25
2020-07-31 12:01:18,207313215712.5
2020-08-01 05:21:50,211360812581.25
2020-08-01 23:55:43,217853171421.875
2020-08-02 18:03:41,207999733462.5
2020-08-03 12:27:41,207057018796.875
2020-08-04 02:12:05,209416934687.5
2020-08-04 20:56:58,207422466990.625
2020-08-05 15:01:52,214663159734.375
2020-08-06 08:14:38,214993791256.25
2020-08-07 01:14:00,217668038084.375
2020-08-07 17:51:35,212785576575
2020-08-08 11:28:37,217563784562.5
2020-08-09 05:20:43,216196661887.5
2020-08-09 21:08:04,215586142137.5
2020-08-10 17:04:10,219442123600
2020-08-11 08:40:52,216764439600
2020-08-12 01:38:37,209970400937.5
2020-08-12 19:25:00,213189766231.25
2020-08-13 10:05:33,210428500275
2020-08-14 03:21:14,216537119625
2020-08-14 19:24:38,218215664765.625
2020-08-15 11:14:02,219358948900
2020-08-16 01:55:01,219551441850
2020-08-16 19:06:57,218645486953.125
2020-08-17 14:10:04,224044658184.375
2020-08-18 10:54:18,226988490184.375
2020-08-19 04:20:57,218936837175
2020-08-19 23:16:33,216414927500.00003
2020-08-20 16:14:15,219164907850.00003
2020-08-21 08:51:48,218046298218.75
2020-08-22 02:38:21,211285809425
2020-08-22 21:31:54,214950143156.25
2020-08-23 13:50:27,214902447725
2020-08-24 05:55:43,215335026075
2020-08-24 23:11:11,217125113606.25
2020-08-25 19:21:59,208045363021.875
2020-08-26 11:56:38,210426402400
2020-08-27 09:05:06,210249299925
2020-08-28 04:04:22,210349204250
2020-08-28 19:10:00,212287291565.625
2020-08-29 11:46:12,211749919287.5
2020-08-30 06:59:20,214029906343.75
2020-08-31 03:29:56,215986736765.625
2020-08-31 17:38:26,216465694700
2020-09-01 12:13:16,219799269299.99997
2020-09-02 03:47:08,218883280400
2020-09-02 22:20:52,210502159200
2020-09-03 19:03:57,196752290984.375
2020-09-04 12:14:30,192851018400
2020-09-05 09:07:16,190843261859.8783
2020-09-06 03:05:16,187588662553.125
2020-09-06 18:06:40,188510216250.00003
2020-09-07 11:49:29,184968333920.6705
2020-09-08 01:23:19,191360957996.875
2020-09-08 17:47:22,187218295293.75
2020-09-09 09:10:54,187696349190.625
2020-09-10 05:22:50,191797441750
2020-09-10 19:42:28,190011233868.75
2020-09-11 13:11:32,190147510300
2020-09-12 07:18:25,191032508203.125
2020-09-12 20:57:51,193183890371.875
2020-09-13 12:20:17,191166372375
2020-09-14 03:14:47,191413575806.24997
2020-09-14 18:12:24,197485014375
2020-09-15 11:10:29,200589171818.75
2020-09-16 02:41:21,198063133050
2020-09-16 19:13:14,203663866575
2020-09-17 10:26:28,200823391500
2020-09-18 00:40:49,201607279125.00003
2020-09-18 14:56:20,202317249000
2020-09-19 08:53:25,201954616499.99997
2020-09-20 02:09:46,202239271124.99997
2020-09-20 19:38:34,201395730037.5
2020-09-21 10:47:18,197167360000
2020-09-22 06:59:12,192957183200
2020-09-23 02:21:14,194517869700
2020-09-23 21:54:18,189326902062.5
2020-09-24 14:44:04,192200973500
2020-09-25 07:57:05,197794849725
2020-09-25 23:34:42,197515250000
2020-09-26 17:16:45,198558427359.375
2020-09-27 10:22:25,197057745712.5
2020-09-28 03:29:03,201727374143.75
2020-09-28 22:09:49,201272030662.5
2020-09-29 15:48:46,198846116443.75
2020-09-30 10:28:26,198057564000
2020-10-01 01:28:21,199841102668.75
2020-10-01 23:20:54,195962139087.5
2020-10-02 18:06:18,194831036399.99997
2020-10-03 09:38:36,194810251225
2020-10-04 03:24:58,195326242087.5
2020-10-04 20:03:37,197563445853.12503
2020-10-05 14:08:40,198579305850
2020-10-06 07:42:07,199049213837.5
2020-10-07 05:19:10,195946727675
